Journal title;Journal URL;First calendar year journal provided online Open Access content;Alternative title;Country of publisher;Full text language;Keywords;Journal ISSN (print version);Journal EISSN (online version);Publisher;Society or institution;Platform, host or aggregator;Journal article processing charges (APCs);APC information URL;APC amount;Currency;Journal article submission fee;Submission fee URL;Submission fee amount;Submission fee currency;Journal waiver policy (for developing country authors etc);Waiver policy information URL;Digital archiving policy or program(s);Archiving: national library;Archiving: other;Archiving infomation URL;Journal full-text crawl permission;Permanent article identifiers;Journal provides download statistics;Download statistics information URL;Full text formats;URL for the Editorial Board page;Review process;Review process information URL;URL for journal's aims & scope;URL for journal's instructions for authors;Journal plagiarism screening policy;Plagiarism information URL;Average number of weeks between submission and publication;URL for journal's Open Access statement;Machine-readable CC licensing information embedded or displayed in articles;URL to an example page with embedded licensing information;Journal license;License attributes;URL for license terms;Does this journal allow unrestricted reuse in compliance with BOAI?;Deposit policy directory;Author holds copyright without restrictions;Copyright information URL;Author holds publishing rights without restrictions;Publishing rights information URL;DOAJ Seal;Tick: Accepted after March 2014;Added on Date;Subjects;Number of Article Records;Most Recent Article Added
Journal of Vision;http://www.journalofvision.org;2001;;United States;English;ophthalmology, psychology, perception, neuroscience, cognition;;1534-7362;Association for Research in Vision and Ophthalmology;Association for Research in Vision and Ophthalmology;SilverChair;Yes;http://jov.arvojournals.org/SS/TermsandConditions.aspx;1850;USD - US Dollar;;http://jov.arvojournals.org/SS/TermsandConditions.aspx;;;Yes;http://jov.arvojournals.org/SS/TermsandConditions.aspx;;;;;Yes;DOI;Yes;http://jov.arvojournals.org/article.aspx?articleid=2592297;PDF, HTML;http://jov.arvojournals.org/ss/editorial_board.aspx;Peer review;http://jov.arvojournals.org/SS/PeerReview.aspx;http://jov.arvojournals.org/ss/about.aspx;http://jov.arvojournals.org/ss/forauthors.aspx;Yes;http://jov.arvojournals.org/SS/PeerReview.aspx;12;http://jov.arvojournals.org/SS/TermsandConditions.aspx;Yes;http://jov.arvojournals.org/article.aspx?articleid=2592297;CC BY-NC-ND;;http://jov.arvojournals.org/SS/TermsandConditions.aspx;Yes;;True;http://jov.arvojournals.org/SS/TermsandConditions.aspx;True;http://jov.arvojournals.org/SS/TermsandConditions.aspx;No;Yes;2003-04-09T00:00:00Z;Medicine: Ophthalmology;0;
Annual Review of Cybertherapy and Telemedicine;http://www.arctt.info;2003;ARCTT;Belgium;English;cybertherapy, telemedicine, virtual reality, rehabilitation, neuroscience, cyberpsychology;1554-8716;;Interactive Media Institute (IMI) ;;Interactive Media Institute (IMI) ;No;http://www.arctt.info/instructions-for-authors;;;;http://www.arctt.info/instructions-for-authors;;;;;;;;;Yes;;;;PDF;http://www.arctt.info/editorial-committee;Double blind peer review;http://www.arctt.info;http://www.arctt.info;http://www.arctt.info/instructions-for-authors;;;35;http://www.arctt.info/instructions-for-authors;;;CC BY-NC-ND;;http://www.arctt.info/instructions-for-authors;Yes;;False;;False;;No;Yes;2010-04-16T11:12:55Z;Medicine: Internal medicine: Neurosciences. Biological psychiatry. Neuropsychiatry: Neurology. Diseases of the nervous system: Psychiatry;2;2010-04-16T15:32:43Z
Revista Electronica Interuniversitaria de Formación del Profesorado;http://revistas.um.es/reifop;1997;REIFOP;Spain;English, Spanish, Castilian;teacher training, teacher thinking, psychology, education psychology;;1575-0965;Asociación Universitaria de Formación del Profesorado;Asociación Universitaria de Formación del Profesorado ;OJS;No;http://revistas.um.es/reifop/about/submissions#authorGuidelines;;;;http://revistas.um.es/reifop/about/submissions#authorGuidelines;;;;;;;;;Yes;DOI;;;PDF;http://revistas.um.es/reifop/pages/view/editorialBoard;Double blind peer review;http://revistas.um.es/reifop/about/editorialPolicies#peerReviewProcess;http://revistas.um.es/reifop/about/editorialPolicies#focusAndScope;http://revistas.um.es/reifop/about/submissions#authorGuidelines;;;20;http://revistas.um.es/reifop/about/editorialPolicies#openAccessPolicy;;;CC BY-NC-ND;;http://revistas.um.es/reifop/about/submissions#copyrightNotice;Yes;Sherpa/Romeo, Dulcinea;True;http://revistas.um.es/reifop/about/submissions#copyrightNotice;True;http://revistas.um.es/reifop/about/submissions#copyrightNotice;No;Yes;2009-05-15T13:35:16Z;Education: Education (General);753;2018-04-03T13:37:38Z
Journal of Work and Organizational Psychology;https://journals.copmadrid.org/jwop;1985;Revista de Psicología del Trabajo y de las Organizaciones;Spain;English, Spanish, Castilian;occupational psychology, human resources, organizational behavior, personnel psychology, behavioral psychology, organizational culture and climate;1576-5962;2174-0534;Colegio Oficial de Psicólogos de Madrid;Colegio Oficial de Psicólogos de Madrid;Colegio Oficial de Psicólogos de Madrid;No;https://journals.copmadrid.org/jwop/;;;;https://journals.copmadrid.org/jwop/;;;;;;;;;Yes;DOI;;;PDF, HTML, ePUB, XML;https://journals.copmadrid.org/jwop/authors.php;Peer review;https://journals.copmadrid.org/jwop/about.php;https://journals.copmadrid.org/jwop/about.php;https://journals.copmadrid.org/jwop/authors.php;;;36;https://journals.copmadrid.org/jwop/;;;CC BY-NC-ND;;https://journals.copmadrid.org/jwop/;Yes;Sherpa/Romeo;False;;False;;No;Yes;2013-06-20T21:06:48Z;Philosophy. Psychology. Religion: Psychology;359;2019-03-12T14:00:25Z
Estudios sobre Educación;https://www.unav.edu/publicaciones/revistas/index.php/estudios-sobre-educacion;2001;;Spain;English, Spanish, Castilian;history of education, educational theory, educational research, educational policy, educational psychology, special education;1578-7001;2386-6292;Universidad de Navarra;Universidad de Navarra, Servicio de Publicaciones;OJS;No;https://www.unav.edu/publicaciones/revistas/index.php/estudios-sobre-educacion/about/submissions#authorGuidelines;;;;https://www.unav.edu/publicaciones/revistas/index.php/estudios-sobre-educacion/about/submissions#authorGuidelines;;;;;;;;;Yes;;;;PDF;https://www.unav.edu/publicaciones/revistas/index.php/estudios-sobre-educacion/about/editorialTeam;Double blind peer review;https://www.unav.edu/publicaciones/revistas/index.php/estudios-sobre-educacion/about/editorialPolicies#custom-0;https://www.unav.edu/publicaciones/revistas/index.php/estudios-sobre-educacion/about/editorialPolicies#focusAndScope;https://www.unav.edu/publicaciones/revistas/index.php/estudios-sobre-educacion/about/submissions#authorGuidelines;;;10;https://www.unav.edu/publicaciones/revistas/index.php/estudios-sobre-educacion/about/submissions#copyrightNotice;;;CC BY-NC-ND;;https://www.unav.edu/publicaciones/revistas/index.php/estudios-sobre-educacion/about/submissions#copyrightNotice;Yes;Dulcinea;False;;False;;No;Yes;2018-08-28T17:13:34Z;Education;771;2019-02-20T10:27:03Z
Acción Psicológica;http://e-spacio.uned.es/revistasuned/index.php/accionpsicologica;2002;Accion Psicologica;Spain;English, Spanish, Castilian;clinical psychology, educational psychology, developmental psychology, social psychology, neuropsychology;1578-908X;2255-1271;Servicio de Psicología Aplicada (UNED);;OJS;No;http://revistas.uned.es/index.php/accionpsicologica/about/editorialPolicies#openAccessPolicy;;;;http://revistas.uned.es/index.php/accionpsicologica/about/editorialPolicies#openAccessPolicy;;;;;;;;;Yes;DOI;;;PDF;http://revistas.uned.es/index.php/accionpsicologica/about/editorialTeam;Double blind peer review;http://revistas.uned.es/index.php/accionpsicologica/about/editorialPolicies#peerReviewProcess;http://revistas.uned.es/index.php/accionpsicologica/about/editorialPolicies#focusAndScope;http://revistas.uned.es/index.php/accionpsicologica/about/submissions#authorGuidelines;;;24;http://revistas.uned.es/index.php/accionpsicologica/about/editorialPolicies#openAccessPolicy;;;CC BY-NC;;http://revistas.uned.es/index.php/accionpsicologica/about/submissions#copyrightNotice;Yes;;False;http://revistas.uned.es/index.php/accionpsicologica/about/submissions#copyrightNotice;False;http://revistas.uned.es/index.php/accionpsicologica/about/submissions#copyrightNotice;No;Yes;2013-11-08T17:50:17Z;Philosophy. Psychology. Religion: Psychology;113;2018-03-12T00:51:04Z
Psihologia Resurselor Umane;http://pru.apio.ro;2003;;Romania;English, Romanian, Moldavian, Moldovan;human resources, organizational psychology, psychology;1583-7327;2392-8077;APIO;APIO;OJS;No;http://pru.apio.ro/index.php/prujournal/about/submissions#authorFees;;;;http://pru.apio.ro/index.php/prujournal/about/submissions#authorFees;;;;;;;;;Yes;DOI;;;PDF;http://pru.apio.ro/index.php/prujournal/about/displayMembership/5;Double blind peer review;http://pru.apio.ro/index.php/prujournal/about/editorialPolicies#peerReviewProcess;http://pru.apio.ro/index.php/prujournal/about/editorialPolicies#focusAndScope;http://pru.apio.ro/index.php/prujournal/about/submissions#authorGuidelines;Yes;http://pru.apio.ro/index.php/prujournal/about/editorialPolicies#peerReviewProcess;24;http://pru.apio.ro/index.php/prujournal/about/editorialPolicies#openAccessPolicy;;;CC BY-NC-SA;;http://pru.apio.ro/index.php/prujournal/about/submissions#copyrightNotice;;;False;;False;;No;Yes;2018-04-24T14:32:35Z;Philosophy. Psychology. Religion: Psychology;88;2015-03-16T12:16:18Z
South African Journal of Psychiatry ;http://www.sajp.org.za;2002;;South Africa;English;psychiatry, mental health, clinical psychology;1608-9685;2078-6786;AOSIS;South African Society of Psychiatrists ( SASOP);OJS;No;http://www.sajp.org.za/index.php/sajp/pages/view/publication-fees;;;;http://www.sajp.org.za/index.php/sajp/pages/view/publication-fees;;;Yes;http://www.sajp.org.za/index.php/sajp/pages/view/publication-fees;CLOCKSS, Portico;;;http://www.sajp.org.za/index.php/sajp/pages/view/journal-information#part_4;Yes;DOI;Yes;http://www.sajp.org.za/index.php/sajp/issue/view/50;PDF;http://www.sajp.org.za/index.php/sajp/pages/view/editorial-team;Double blind peer review;http://www.sajp.org.za/index.php/sajp/pages/view/journal-information#part_1;http://www.sajp.org.za/index.php/sajp/pages/view/journal-information#part_1;http://www.sajp.org.za/index.php/sajp/pages/view/submission-guidelines#part_1;Yes;http://www.sajp.org.za/index.php/sajp/pages/view/policies#part_3;45;http://sajp.org.za/index.php/sajp/pages/view/journal-information#part_1;Yes;https://sajp.org.za/index.php/sajp/article/view/1208/1048;CC BY;;http://sajp.org.za/index.php/sajp/pages/view/policies#part_4;Yes;Sherpa/Romeo;True;https://sajp.org.za/index.php/sajp/pages/view/policies#part_4;True;https://sajp.org.za/index.php/sajp/pages/view/policies#part_4;Yes;Yes;2017-12-07T13:57:55Z;Medicine: Other systems of medicine: Mental healing | Medicine: Internal medicine: Neurosciences. Biological psychiatry. Neuropsychiatry: Neurology. Diseases of the nervous system: Psychiatry;452;2019-03-07T12:21:11Z
Conflict & Communication Online;http://www.cco.regener-online.de/;2002;cco;Germany;English, German;psychology, social sciences, interdisciplinary studies, conflict studies, peace journalism, peace research;1618-0747;;Berlin Regener Publishing House;;Berlin Regener Publishing House;Yes;http://www.cco.regener-online.de/journal_engl.htm;150;EUR - Euro;;http://www.cco.regener-online.de/journal_engl.htm;;;;;;;;;Yes;;;;PDF, HTML;http://www.cco.regener-online.de/beirat_engl.htm;Blind peer review;http://www.cco.regener-online.de/profil_engl.htm;http://www.cco.regener-online.de/profil_engl.htm;http://www.cco.regener-online.de/ms_zs_engl.htm;;;40;http://www.cco.regener-online.de/beirat_engl.htm;Yes;http://www.cco.regener-online.de/2015_2/pdf/benn2015.pdf;CC BY-NC-ND;;http://www.cco.regener-online.de/beirat_engl.htm;Yes;;False;;False;;No;Yes;2009-02-05T10:39:30Z;Philosophy. Psychology. Religion: Psychology | Social Sciences: Sociology (General);241;2019-04-01T08:09:25Z
Polish Psychological Bulletin;http://www.degruyter.com/view/j/ppb;2008;;Poland;English;psychology;;1641-7844;Sciendo;Committee for Psychological Sciences of Polish Academy of Sciences;Sciendo;No;http://www.degruyter.com/view/supplement/s16417844_Instruction_for_Aurhors.pdf;;;;http://www.degruyter.com/view/supplement/s16417844_Instruction_for_Aurhors.pdf;;;;;Portico;;;http://www.degruyter.com/page/859;Yes;DOI;;;PDF;http://www.degruyter.com/view/j/ppb;Double blind peer review;http://www.degruyter.com/view/supplement/s16417844_Instruction_for_Aurhors.pdf;http://www.degruyter.com/view/j/ppb;http://www.degruyter.com/view/supplement/s16417844_Instruction_for_Aurhors.pdf;Yes;http://degruyteropen.com/dgopen-takes-a-further-step-to-ward-off-plagiarism/;26;http://degruyteropen.com/you/journal-author/open-access-statement/;Yes;http://www.degruyter.com/view/j/ppb.2015.46.issue-1/ppb-2015-0021/ppb-2015-0021.xml?format=INT;CC BY-NC-ND;;http://www.degruyter.com/view/supplement/s16417844_Open_Access_License.pdf;Yes;Sherpa/Romeo;True;http://www.degruyter.com/view/supplement/s16417844_Open_Access_License.pdf;False;;No;Yes;2011-06-28T12:35:28Z;Philosophy. Psychology. Religion: Psychology;218;2018-05-02T06:51:49Z
Horyzonty Wychowania;https://horyzonty.ignatianum.edu.pl/index.php/HW/index;2002;;Poland;English, French, German, Italian, Polish, Spanish, Castilian;history, religion, psychology, sociology, education;1643-9171;2391-9485;Jesuit University Ignatianum in Krakow;Jesuit University Ignatianum in Krakow;OJS;No;https://horyzonty.ignatianum.edu.pl/index.php/HW/about/submissions#copyrightNotice;;;;https://horyzonty.ignatianum.edu.pl/index.php/HW/about/submissions#copyrightNotice;;;;;;;;https://horyzonty.ignatianum.edu.pl/index.php/HW/about/editorialPolicies#archiving;Yes;DOI;Yes;https://horyzonty.ignatianum.edu.pl/index.php/HW/about/statistics?statisticsYear=2016;PDF;https://horyzonty.ignatianum.edu.pl/index.php/HW/about/editorialTeam;Double blind peer review;https://horyzonty.ignatianum.edu.pl/index.php/HW/about/editorialPolicies#peerReviewProcess;https://horyzonty.ignatianum.edu.pl/index.php/HW/about/editorialPolicies#focusAndScope;https://horyzonty.ignatianum.edu.pl/index.php/HW/about/submissions#authorGuidelines;;;25;https://horyzonty.ignatianum.edu.pl/index.php/HW/about/editorialPolicies#openAccessPolicy;Yes;https://horyzonty.ignatianum.edu.pl/index.php/HW/article/view/691/827;CC BY-ND;;https://horyzonty.ignatianum.edu.pl/index.php/HW/about/submissions#authorGuidelines;Yes;;True;https://horyzonty.ignatianum.edu.pl/index.php/HW/about/submissions#authorGuidelines;True;https://horyzonty.ignatianum.edu.pl/index.php/HW/about/submissions#authorGuidelines;No;Yes;2018-04-04T07:29:01Z;Education | Social Sciences: Sociology (General);0;
Psychiatria i Psychologia Kliniczna;http://www.psychiatria.com.pl/;2005;Journal of Psychiatry and Clinical Psychology;Poland;English, Polish;Psychiatry, Clinical psychology, Psychotherapy, Neuropsychiatry, Neuropsychology;1644-6313;2451-0645;Medical Communications Sp. z o.o.;;;No;http://www.psychiatria.com.pl/dev.php/about-the-journal;;;;http://www.psychiatria.com.pl/dev.php/about-the-journal;;;;;;;;;Yes;DOI;;;PDF;http://www.psychiatria.com.pl/dev.php/editorial-board;Double blind peer review;http://www.psychiatria.com.pl/dev.php/instructions-for-authors#Peer-review;http://www.psychiatria.com.pl/dev.php/about-the-journal;http://www.psychiatria.com.pl/dev.php/instructions-for-authors;;;20;http://www.psychiatria.com.pl/dev.php/instructions-for-authors#Copyright;Yes;http://www.psychiatria.com.pl/dev.php/pobierz-pdf?key=z3UaRcaWgDt5z8tNISnDl5xauzyRB61zwIMCjlXDm;CC BY-NC-ND;;http://www.psychiatria.com.pl/dev.php/instructions-for-authors#Copyright;Yes;;True;http://www.psychiatria.com.pl/dev.php/instructions-for-authors#Copyright;True;http://www.psychiatria.com.pl/dev.php/instructions-for-authors#Copyright;No;Yes;2017-05-24T07:51:53Z;Medicine;330;2018-11-14T10:04:39Z
Psicologia, Saúde & Doenças;http://spps.idea-factory.pt/site/jr;2000;;Portugal;English, Portuguese;health psychology, health sciences, applied psychology;1645-0086;2182-8407;Sociedade Portuguesa de Psicologia da Saúde;Sociedade Portuguesa de Psicologia da Saúde;SciELO Portugal;Yes;http://sp-ps.pt/site/detalhe/11872;75;EUR - Euro;;http://sp-ps.pt/site/detalhe/11872;;;;;CLOCKSS;;;https://thekeepers.org/purl/issn/1645-0086;Yes;DOI;Yes;http://www.sp-ps.pt/site/jr/19;PDF;http://sp-ps.pt/site/detalhe/11871;Blind peer review;http://sp-ps.pt/site/detalhe/11870;http://sp-ps.pt/site/detalhe/11870;http://sp-ps.pt/site/detalhe/11872;;;24;http://sp-ps.pt/site/detalhe/11870;;;CC BY-NC;;http://spps.idea-factory.pt/site/jr;Yes;;False;;False;;No;Yes;2017-12-05T19:03:36Z;Philosophy. Psychology. Religion: Psychology;0;
PsiLogos;http://www.psilogos.com;2004;;Portugal;English, Portuguese;mental health, psychiatry, psychology;1646-091X;2182-3146;Hospital Prof. Doutor Fernando Fonseca;Hospital Prof. Doutor Fernando Fonseca;OJS;No;http://revistas.rcaap.pt/psilogos/about/editorialPolicies#openAccessPolicy;;;;http://revistas.rcaap.pt/psilogos/about/editorialPolicies#openAccessPolicy;;;;;;;;http://www.rcaap.pt/directory.jsp;Yes;;;;PDF;http://revistas.rcaap.pt/psilogos/about/editorialTeam;Double blind peer review;http://revistas.rcaap.pt/psilogos/about/editorialPolicies#peerReviewProcess;http://revistas.rcaap.pt/psilogos/about/editorialPolicies#focusAndScope;http://revistas.rcaap.pt/psilogos/about/submissions#authorGuidelines;Yes;http://revistas.rcaap.pt/psilogos/about/editorialPolicies#custom-0;16;http://revistas.rcaap.pt/psilogos/about/editorialPolicies#custom-0;Yes;http://revistas.rcaap.pt/psilogos/article/view/3477/5199;CC BY;;http://revistas.rcaap.pt/psilogos/about/submissions#copyrightNotice;Yes;Sherpa/Romeo;True;http://revistas.rcaap.pt/psilogos/about/submissions#copyrightNotice;True;http://revistas.rcaap.pt/psilogos/about/submissions#copyrightNotice;No;Yes;2012-05-08T12:51:54Z;Medicine: Internal medicine: Neurosciences. Biological psychiatry. Neuropsychiatry: Neurology. Diseases of the nervous system: Psychiatry | Philosophy. Psychology. Religion: Psychology;211;2018-07-02T19:50:24Z
Pensamiento Psicológico;http://revistas.javerianacali.edu.co/index.php/pensamientopsicologico/index;2010;;Colombia;English, Spanish, Castilian;health, psychological welfare, psychology, applied psychology;1657-8961;;Pontificia Universidad Javeriana;Pontificia Universidad Javeriana;Redalyc;No;http://revistas.javerianacali.edu.co/index.php/pensamientopsicologico/index;;;;http://revistas.javerianacali.edu.co/index.php/pensamientopsicologico/index;;;;;CLOCKSS;;;http://revistas.javerianacali.edu.co/index.php/pensamientopsicologico/about/editorialPolicies#archiving;Yes;DOI;;;PDF;http://revistas.javerianacali.edu.co/index.php/pensamientopsicologico/about/editorialTeam;Peer review;http://revistas.javerianacali.edu.co/index.php/pensamientopsicologico/about/editorialPolicies#peerReviewProcess;http://revistas.javerianacali.edu.co/index.php/pensamientopsicologico/index;http://revistas.javerianacali.edu.co/index.php/pensamientopsicologico/about/submissions#authorGuidelines;;;36;http://revistas.javerianacali.edu.co/index.php/pensamientopsicologico/about/editorialPolicies#openAccessPolicy;;;CC BY-NC-ND;;http://revistas.javerianacali.edu.co/index.php/pensamientopsicologico/about/editorialPolicies#custom-3;Yes;Sherpa/Romeo;True;http://revistas.javerianacali.edu.co/index.php/pensamientopsicologico/about/submissions#copyrightNotice;True;http://revistas.javerianacali.edu.co/index.php/pensamientopsicologico/about/submissions#copyrightNotice;No;Yes;2016-11-22T10:13:36Z;Philosophy. Psychology. Religion: Psychology;305;2018-10-02T20:36:23Z
Frontiers in Psychology;http://frontiersin.org/psychology;2010;;Switzerland;English;cultural psychology, evolutionary psychology, psychopathology, organizational psychology, developmental psychology, educational psychology;;1664-1078;Frontiers Media S.A.;;Frontiers Media S.A.;Yes;http://frontiersin.org/psychology/fees;2950;USD - US Dollar;;http://frontiersin.org/psychology/fees;;;Yes;http://frontiersin.org/psychology/fees;;;;;Yes;DOI;Yes;http://loop.frontiersin.org/about;PDF, HTML, ePUB, XML;http://frontiersin.org/psychology/editorialboard;Blind peer review;http://frontiersin.org/psychology/reviewguidelines;http://frontiersin.org/psychology/about;http://frontiersin.org/psychology/authorguidelines;Yes;http://frontiersin.org/psychology/reviewguidelines;14;http://frontiersin.org/psychology/about;;;CC BY;;http://journal.frontiersin.org/journal/psychology#about;Yes;;True;http://journal.frontiersin.org/journal/psychology#about;True;http://journal.frontiersin.org/journal/psychology#about;Yes;Yes;2010-11-23T16:45:11Z;Philosophy. Psychology. Religion: Psychology;13032;2019-04-18T05:52:06Z
